symbol,company_name,isin,series,market_cap_cr
GFLLIMITED,GFL Limited,INE538A01037,EQ,0
GFSTEELS,Grand Foundry Limited,INE534A01028,BE,0
GHCL,GHCL Limited,INE539A01019,EQ,3964.84
GHCLTEXTIL,GHCL Textiles Limited,INE0PA801013,EQ,0
GICHSGFIN,GIC Housing Finance Limited,INE289B01019,EQ,0
GICL,Globe International Carriers Limited,INE947T01022,EQ,0
GICRE,General Insurance Corporation of India,INE481Y01014,EQ,66439.13
GILLANDERS,Gillanders Arbuthnot & Company Limited,INE047B01011,EQ,0
GILLETTE,Gillette India Limited,INE322A01010,EQ,25131.67
GINNIFILA,Ginni Filaments Limited,INE424C01010,BE,0
GIPCL,Gujarat Industries Power Company Limited,INE162A01010,EQ,2495.87
GKB,GKB Ophthalmics Limited,INE265D01015,EQ,0
GKENERGY,GK Energy Limited,INE1AG301022,EQ,2905.36
GKSL,Gujarat Kidney And Super Speciality Limited,INE0V0W01025,EQ,1018.65
GKWLIMITED,GKW Limited,INE528A01020,EQ,0
GLAND,Gland Pharma Limited,INE068V01023,EQ,37253.07
GLAXO,GlaxoSmithKline Pharmaceuticals Limited,INE159A01016,EQ,35925.94
GLENMARK,Glenmark Pharmaceuticals Limited,INE935A01035,EQ,61327.88
GLFL,Gujarat Lease Financing Limited,INE540A01017,EQ,0
GLOBAL,Global Education Limited,INE291W01037,EQ,0
GLOBALE,Globale Tessile Limited,INE0URU01010,EQ,0
GLOBALVECT,Global Vectra Helicorp Limited,INE792H01019,EQ,0
GLOBE,GLOBE ENTERPRISES (INDIA) LIMITED,INE581X01021,EQ,0
GLOBECIVIL,Globe Civil Projects Limited,INE0V3U01015,EQ,0
GLOBUSSPR,Globus Spirits Limited,INE615I01010,EQ,2478.95
GLOSTERLTD,Gloster Limited,INE350Z01018,EQ,0
GLOTTIS,Glottis Limited,INE0TQE01026,EQ,0
GMBREW,GM Breweries Limited,INE075D01018,EQ,2058.39
GMDCLTD,Gujarat Mineral Development Corporation Limited,INE131A01031,EQ,19458.42
GMMPFAUDLR,GMM Pfaudler Limited,INE541A01023,EQ,3418.32
GMRAIRPORT,GMR AIRPORTS LIMITED,INE776C01039,EQ,109390.99
GMRP&UI,GMR Power and Urban Infra Limited,INE0CU601026,EQ,8228.02
GNA,GNA Axles Limited,INE934S01014,EQ,1591.87
GNFC,Gujarat Narmada Valley Fertilizers and Chemicals Limited,INE113A01013,EQ,7404.34
GNRL,Gujarat Natural Resources Limited,INE207H01018,EQ,1199.92
GOACARBON,Goa Carbon Limited,INE426D01013,EQ,0
GOCLCORP,GOCL Corporation Limited,INE077F01035,EQ,1986.13
GOCOLORS,Go Fashion (India) Limited,INE0BJS01011,EQ,1884.51
GODAVARIB,Godavari Biorefineries Limited,INE497S01012,EQ,1424.74
GODFRYPHLP,Godfrey Phillips India Limited,INE260B01028,EQ,35889.84
GODIGIT,Go Digit General Insurance Limited,INE03JT01014,EQ,27787.47
GODREJAGRO,Godrej Agrovet Limited,INE850D01014,EQ,10873.15
GODREJCP,Godrej Consumer Products Limited,INE102D01028,EQ,105747.21
GODREJIND,Godrej Industries Limited,INE233A01035,EQ,35015.92
GODREJPROP,Godrej Properties Limited,INE484J01027,EQ,50898.15
GOKEX,Gokaldas Exports Limited,INE887G01027,EQ,4939.38
GOKUL,Gokul Refoils and Solvent Limited,INE020J01029,EQ,0
GOKULAGRO,Gokul Agro Resources Limited,INE314T01033,EQ,6872.57
GOLDENTOBC,Golden Tobacco Limited,INE973A01010,BZ,0
GOLDIAM,Goldiam International Limited,INE025B01025,EQ,5412.15
GOLDTECH,AION-TECH SOLUTIONS LIMITED,INE805A01014,BE,0
GOODLUCK,Goodluck India Limited,INE127I01024,EQ,4374.85
GOODYEAR,Goodyear India Limited,INE533A01012,EQ,1683.62
GOPAL,Gopal Snacks Limited,INE0L9R01028,EQ,3532.43
GOYALALUM,Goyal Aluminiums Limited,INE705X01026,EQ,0
GPIL,Godawari Power And Ispat limited,INE177H01039,EQ,18654.9
GPPL,Gujarat Pipavav Port Limited,INE517F01014,EQ,7442.56
GPTHEALTH,GPT Healthcare Limited,INE486R01017,EQ,1215.23
GPTINFRA,GPT Infraprojects Limited,INE390G01014,EQ,1429.82
GRADIENTE,Gradiente Infotainment Limited,INE361K01017,EQ,0
GRANDOAK,Grand Oak Canyons Distillery Limited,INE926B01016,EQ,1703.49
GRANULES,Granules India Limited,INE101D01020,EQ,18983.72
GRAPHITE,Graphite India Limited,INE371A01025,EQ,12590.98
GRASIM,Grasim Industries Limited,INE047A01021,EQ,211326.73
GRAUWEIL,Grauer & Weil India Limited,INE266D01021,EQ,3286.78
GRAVISSHO,Graviss Hospitality Limited,INE214F01026,EQ,0
GRAVITA,Gravita India Limited,INE024L01027,EQ,11854.74
GREAVESCOT,Greaves Cotton Limited,INE224A01026,EQ,4314.26
GREENLAM,Greenlam Industries Limited,INE544R01021,EQ,6434.83
GREENPANEL,Greenpanel Industries Limited,INE08ZM01014,EQ,2378.97
GREENPLY,Greenply Industries Limited,INE461C01038,EQ,3635.27
GREENPOWER,Orient Green Power Company Limited,INE999K01014,EQ,1307.93
GRINDWELL,Grindwell Norton Limited,INE536A01023,EQ,21279.83
GRINFRA,G R Infraprojects Limited,INE201P01022,EQ,8278.35
GRMOVER,GRM Overseas Limited,INE192H01020,EQ,1933.27
GROBTEA,The Grob Tea Company Limited,INE646C01018,EQ,0
GROWW,Billionbrains Garage Ventures Limited,INE0HOQ01053,EQ,124844.57
GRPLTD,GRP Limited,INE137I01015,EQ,0
GRSE,Garden Reach Shipbuilders & Engineers Limited,INE382Z01011,EQ,30333.94
GRWRHITECH,Garware Hi-Tech Films Limited,INE291A01017,EQ,14247.27
GSFC,Gujarat State Fertilizers & Chemicals Limited,INE026A01025,EQ,6550.97
GSLSU,Global Surfaces Limited,INE0JSX01015,EQ,0
GSPCROP,GSP Crop Science Limited,INE713R01022,EQ,2090.09
GSS,GSS Infotech Limited,INE871H01011,EQ,0
GTECJAINX,G-TEC JAINX EDUCATION LIMITED,INE586X01012,BE,0
GTL,GTL Limited,INE043A01012,EQ,0
GTLINFRA,GTL Infrastructure Limited,INE221H01019,EQ,1934.46
GTPL,GTPL Hathway Limited,INE869I01013,EQ,0
GUFICBIO,Gufic Biosciences Limited,INE742B01025,EQ,3723.49
GUJALKALI,Gujarat Alkalies and Chemicals Limited,INE186A01019,EQ,4614.78
GUJAPOLLO,Gujarat Apollo Industries Limited,INE826C01016,EQ,0
GUJENERGY,GUJARAT ENERGY LIMITED,INE844O01030,EQ,0
GUJRAFFIA,Gujarat Raffia Industries Limited,INE610B01024,EQ,0
GUJTHEM,Gujarat Themis Biosyn Limited,INE942C01045,EQ,4224.04
GULFOILLUB,Gulf Oil Lubricants India Limited,INE635Q01029,EQ,4654.82
GULFPETRO,GP Petroleums Limited,INE586G01017,BE,0
GULPOLY,Gulshan Polyols Limited,INE255D01024,EQ,1291.07
GVKPIL,GVK Power & Infrastructure Limited,INE251H01024,BE,0
GVPIL,GE Power India Limited,INE878A01011,EQ,6249.8
GVPTECH,GVP Infotech Limited,INE382T01030,BE,0
GVT&D,GE Vernova T&D India Limited,INE200A01026,EQ,126398.65
GYFTR,Gyftr Limited,INE724A01017,EQ,0
HAL,Hindustan Aeronautics Limited,INE066F01020,EQ,280434.08
HALDER,Halder Venture Limited,INE115S01010,EQ,0
HALDYNGL,Haldyn Glass Limited,INE506D01020,BE,0
HALEOSLABS,HALEOS LABS LIMITED,INE320X01016,EQ,0
HAMPTON,Hampton Sky Realty Limited,INE299D01022,EQ,0
HAPPSTMNDS,Happiest Minds Technologies Limited,INE419U01012,EQ,5323.53
HAPPYFORGE,Happy Forgings Limited,INE330T01021,EQ,12557.57
HARDWYN,Hardwyn India Limited,INE626Z01029,EQ,1162.47
HARIOMPIPE,Hariom Pipe Industries Limited,INE00EV01017,EQ,1265.17
HARRMALAYA,Harrisons  Malayalam Limited,INE544A01019,EQ,0
HARSHA,Harsha Engineers International Limited,INE0JUS01029,EQ,3669.08
HATHWAY,Hathway Cable & Datacom Limited,INE982F01036,EQ,1892.24
HATSUN,Hatsun Agro Product Limited,INE473B01035,EQ,20429.36
HAVELLS,Havells India Limited,INE176B01034,EQ,72376.69
HAVISHA,Sri Havisha Hospitality and Infrastructure Limited,INE293B01029,EQ,0
HAWKINCOOK,Hawkins Cookers Limited,INE979B01015,EQ,4076.77
HAZOOR,Hazoor Multi Projects Limited,INE550F01049,EQ,0
HBESD,HB Estate Developers Limited,INE640B01021,EQ,0
HBLENGINE,HBL Engineering Limited,INE292B01021,EQ,21465.98
HBPOR,HB Portfolio Limited,INE638B01025,EQ,0
HBSL,HB Stockholdings Limited,INE550B01022,EQ,0
HCC,Hindustan Construction Company Limited,INE549A01026,EQ,6121.7
HCG,Healthcare Global Enterprises Limited,INE075I01017,EQ,9417.24
HCL-INSYS,HCL Infosystems Limited,INE236A01020,EQ,0
HCLTECH,HCL Technologies Limited,INE860A01027,EQ,300999.73
HDBFS,HDB Financial Services Limited,INE756I01012,EQ,53204.58
HDFCAMC,HDFC Asset Management Company Limited,INE127D01025,EQ,105326.53
HDFCBANK,HDFC Bank Limited,INE040A01034,EQ,1189314.42
HDFCLIFE,HDFC Life Insurance Company Limited,INE795G01014,EQ,119852.6
HDIL,Housing Development and Infrastructure Limited,INE191I01012,BZ,0
HEADSUP,Heads UP Ventures Limited,INE759V01019,EQ,0
HEALTHX,Health X Platform Limited,INE019J01013,EQ,0
HECPROJECT,HEC Infra Projects Limited,INE558R01013,EQ,0
HEG,HEG Limited,INE545A01024,BE,10154.48
HEIDELBERG,HeidelbergCement India Limited,INE578A01017,EQ,3377.67
HEMIPROP,Hemisphere Properties India Limited,INE0AJG01018,EQ,3998.55
HERANBA,Heranba Industries Limited,INE694N01015,EQ,0
HERITGFOOD,Heritage Foods Limited,INE978A01027,EQ,2970.4
HEROMOTOCO,Hero MotoCorp Limited,INE158A01026,EQ,99307.13
HESTERBIO,Hester Biosciences Limited,INE782E01017,EQ,1667.69
HEXAGON,Hexagon Nutrition Limited,INE0JUI01012,BE,0
HEXATRADEX,Hexa Tradex Limited,INE750M01017,EQ,0
HEXT,Hexaware Technologies Limited,INE093A01041,EQ,30428.6
HFCL,HFCL Limited,INE548A01028,BE,26303.4
HGINFRA,H.G. Infra Engineering Limited,INE926X01010,EQ,3670.11
HGM,HandsOn Global Management (HGM) Limited,INE596H01014,EQ,0
HGS,Hinduja Global Solutions Limited,INE170I01016,EQ,1972.69
HIKAL,Hikal Limited,INE475B01022,EQ,2268.12
HILINFRA,Highway Infrastructure Limited,INE00RL01028,EQ,0
HILTON,Hilton Metal Forging Limited,INE788H01017,EQ,0
HIMATSEIDE,Himatsingka Seide Limited,INE049A01027,EQ,0
HINDADH,Hindustan Adhesives Limited,INE074C01013,EQ,0
HINDALCO,Hindalco Industries Limited,INE038A01020,EQ,229531.72
HINDALUMI,Hind Aluminium Industries Limited,INE227B01019,EQ,0
HINDCOMPOS,Hindustan Composites Limited,INE310C01029,EQ,0
HINDCON,Hindcon Chemicals Limited,INE642Y01029,EQ,0
HINDCOPPER,Hindustan Copper Limited,INE531E01026,EQ,49332.73
HINDOILEXP,Hindustan Oil Exploration Company Limited,INE345A01011,EQ,2191.27
HINDPETRO,Hindustan Petroleum Corporation Limited,INE094A01015,EQ,82719.1
HINDUNILVR,Hindustan Unilever Limited,INE030A01027,EQ,509285.65
HINDWAREAP,Hindware Home Innovation Limited,INE05AN01011,EQ,2132.98
HINDZINC,Hindustan Zinc Limited,INE267A01025,EQ,236554.48
HIRECT,Hirect Limited,INE835D01023,EQ,3869.45
HISARMETAL,Hisar Metal Industries Limited,INE598C01011,EQ,0
HITECH,Hi-Tech Pipes Limited,INE106T01025,EQ,1813.96
HITECHCORP,Hitech Corporation Limited,INE120D01012,BE,0
HITECHGEAR,The Hi-Tech Gears Limited,INE127B01011,BE,1091.94
HLEGLAS,HLE Glascoat Limited,INE461D01028,EQ,2652.13
HLVLTD,HLV LIMITED,INE102A01024,EQ,0
HMAAGRO,HMA Agro Industries Limited,INE0ECP01024,EQ,1133.24
HMT,HMT Limited,INE262A01018,BZ,2546.8
HMVL,Hindustan Media Ventures Limited,INE871K01015,BE,0
HNDFDS,Hindustan Foods Limited,INE254N01026,EQ,6328.35
HOMEFIRST,Home First Finance Company India Limited,INE481N01025,EQ,11592.28
HONASA,Honasa Consumer Limited,INE0J5401028,EQ,13450.79
HONAUT,Honeywell Automation India Limited,INE671A01010,EQ,31938.19
HONDAPOWER,Honda India Power Products Limited,INE634A01018,EQ,2222.59
HORIZONIND,Horizon Industrial Parks Limited,INE685T01010,EQ,0
HPAL,HP Adhesives Limited,INE0GSL01024,EQ,0
HPIL,Hindprakash Industries Limited,INE05X901010,EQ,0
HPL,HPL Electric & Power Limited,INE495S01016,EQ,2303.89
HRYNSHP,Hariyana Ship Breakers Limited,INE400G01011,EQ,0
HSCL,Himadri Speciality Chemical Limited,INE019C01026,EQ,34316.4
HTEL,Hy-Tech Engineers Limited,INE0LEG01024,BE,0
HTMEDIA,HT Media Limited,INE501G01024,EQ,0
HUBTOWN,Hubtown Limited,INE703H01016,EQ,2643.07
HUDCO,Housing & Urban Development Corporation Limited,INE031A01017,EQ,41109.02
HUHTAMAKI,Huhtamaki India Limited,INE275B01026,EQ,1313.33
HYBRIDFIN,Hybrid Financial Services Limited,INE965B01022,BE,0
HYUNDAI,Hyundai Motor India Limited,INE0V6F01027,EQ,161683.49
IBULLSLTD,Indiabulls Limited,INE126M01010,EQ,5490.19
ICDSLTD,ICDS Limited,INE613B01010,EQ,0
ICEMAKE,Ice Make Refrigeration Limited,INE520Y01019,EQ,0
ICICIAMC,ICICI Prudential Asset Management Company Limited,INE346A01027,EQ,160176.83
ICICIBANK,ICICI Bank Limited,INE090A01021,EQ,961297.77
ICICIGI,ICICI Lombard General Insurance Company Limited,INE765G01017,EQ,84835.82
ICICIPRULI,ICICI Prudential Life Insurance Company Limited,INE726G01019,EQ,67927.59
ICIL,Indo Count Industries Limited,INE483B01026,EQ,6836.84
ICRA,ICRA Limited,INE725G01011,EQ,4965.56
IDBI,IDBI Bank Limited,INE008A01015,EQ,81116.12
IDEA,Vodafone Idea Limited,INE669E01016,EQ,161431.12
IDEAFORGE,Ideaforge Technology Limited,INE349Y01013,EQ,3784.05
IDFCFIRSTB,IDFC First Bank Limited,INE092T01019,EQ,65882.07
IEX,Indian Energy Exchange Limited,INE022Q01020,EQ,10860.42
IFBAGRO,IFB Agro Industries Limited,INE076C01018,EQ,0
IFBIND,IFB Industries Limited,INE559A01017,EQ,5219.83
IFCI,IFCI Limited,INE039A01010,EQ,22801.98
IFGLEXPOR,IFGL Refractories Limited,INE133Y01011,EQ,1347.87
IGARASHI,Igarashi Motors India Limited,INE188B01013,EQ,1189.13
IGCL,Indogulf Cropsciences Limited,INE05J901018,EQ,0
IGIL,International Gemological Institute Limited,INE0Q9301021,EQ,15832.17
IGL,Indraprastha Gas Limited,INE203G01027,EQ,22876.03
IGPL,IG Petrochemicals Limited,INE204A01010,EQ,1347.74
IIFL,IIFL Finance Limited,INE530B01024,EQ,22061.61
IIFLCAPS,IIFL Capital Services Limited,INE489L01022,EQ,10665.35
IITL,Industrial Investment Trust Limited,INE886A01014,EQ,0
IKIO,IKIO Technologies Limited,INE0LOJ01019,EQ,1199.4
IKS,Inventurus Knowledge Solutions Limited,INE115Q01022,EQ,28819.14
IL&FSENGG,IL&FS Engineering and Construction Company Limited,INE369I01014,BZ,0
IL&FSTRANS,IL&FS Transportation Networks Limited,INE975G01012,BZ,0
IMAGICAA,Imagicaaworld Entertainment Limited,INE172N01012,EQ,2399.82
IMFA,Indian Metals & Ferro Alloys Limited,INE919H01018,EQ,7546.83
IMPAL,India Motor Parts and Accessories Limited,INE547E01014,EQ,1328.43
IMPEXFERRO,Impex Ferro Tech Limited,INE691G01015,BZ,0
INA,Insolation Energy Limited,INE0LGX01024,EQ,2578.62
INCREDIBLE,INCREDIBLE INDUSTRIES LIMITED,INE452L01012,EQ,0
INDBANK,Indbank Merchant Banking Services Limited,INE841B01017,EQ,0
INDGN,Indegene Limited,INE065X01017,EQ,12317.58
INDHOTEL,The Indian Hotels Company Limited,INE053A01029,EQ,96772.04
INDIACEM,The India Cements Limited,INE383A01012,EQ,12183.61
INDIAGLYCO,India Glycols Limited,INE560A01023,BE,6596.1
INDIAMART,Indiamart Intermesh Limited,INE933S01016,EQ,12132.08
INDIANB,Indian Bank,INE562A01011,EQ,114040.71
INDIANCARD,Indian Card Clothing Company Limited,INE061A01014,EQ,0
INDIANHUME,Indian Hume Pipe Company Limited,INE323C01030,EQ,1571.5
INDIASHLTR,India Shelter Finance Corporation Limited,INE922K01024,EQ,8689.21
INDIGO,InterGlobe Aviation Limited,INE646L01027,EQ,182063.48
INDIGOPNTS,Indigo Paints Limited,INE09VQ01012,EQ,4738.96
INDIQUBE,Indiqube Spaces Limited,INE06ST01018,EQ,3232.96
INDNIPPON,India Nippon Electricals Limited,INE092B01025,EQ,2012.63
INDOAMIN,Indo Amines Limited,INE760F01028,BE,0
INDOBORAX,Indo Borax & Chemicals Limited,INE803D01021,EQ,1197.44
INDOCO,Indoco Remedies Limited,INE873D01024,EQ,2297.9
INDOFARM,Indo Farm Equipment Limited,INE622H01018,EQ,0
INDOKEM,Indokem Limited,INE716F01012,EQ,0
INDOMIM,INDO-MIM Limited,INE084101034,EQ,0
INDORAMA,Indo Rama Synthetics (India) Limited,INE156A01020,EQ,1178.4
INDOSTAR,IndoStar Capital Finance Limited,INE896L01010,EQ,3909.45
INDOTECH,Indo Tech Transformers Limited,INE332H01014,EQ,2769.27
INDOTHAI,Indo Thai Securities Limited,INE337M01021,EQ,3073.97
INDOUS,Indo Us Biotech Limited,INE250Z01010,EQ,0
INDOWIND,Indowind Energy Limited,INE227G01018,EQ,0
INDPRUD,Industrial & Prudential Investment Company Limited,INE620D01011,EQ,1075.08
INDRAMEDCO,Indraprastha Medical Corporation Limited,INE681B01017,EQ,3525.29
INDSWFTLAB,Ind-Swift Laboratories Limited,INE915B01019,EQ,1414.57
INDTERRAIN,Indian Terrain Fashions Limited,INE611L01021,EQ,0
INDUSINDBK,IndusInd Bank Limited,INE095A01012,EQ,71436.69
INDUSTOWER,Indus Towers Limited,INE121J01017,EQ,111040.27
INFOBEAN,InfoBeans Technologies Limited,INE344S01016,EQ,1645.66
INFOMEDIA,Infomedia Press Limited,INE669A01022,EQ,0
INFY,Infosys Limited,INE009A01021,EQ,452972.34
INGERRAND,Ingersoll Rand (India) Limited,INE177A01018,EQ,13072.78
INNOVACAP,Innova Captab Limited,INE0DUT01020,EQ,5384.87
INNOVANA,Innovana Thinklabs Limited,INE403Y01018,EQ,0
INNOVISION,Innovision Limited,INE0ADB01012,EQ,0
INOXGREEN,Inox Green Energy Services Limited,INE510W01014,EQ,7632.36
INOXINDIA,INOX India Limited,INE616N01034,EQ,16407.32
INOXWIND,Inox Wind Limited,INE066P01011,EQ,15220.59
INSECTICID,Insecticides (India) Limited,INE070I01018,EQ,2096.35
INSPIRISYS,Inspirisys Solutions Limited,INE020G01017,EQ,0
INTELLECT,Intellect Design Arena Limited,INE306R01017,EQ,10402.1
INTENTECH,Intense Technologies Limited,INE781A01025,EQ,0
INTERARCH,Interarch Building Solutions Limited,INE00M901018,EQ,3012.56
INTLCONV,International Conveyors Limited,INE575C01027,EQ,0
INVENTURE,Inventure Growth & Securities Limited,INE878H01024,EQ,0
INVPRECQ,Investment & Precision Castings Limited,INE155E01016,BE,0
IOB,Indian Overseas Bank,INE565A01014,EQ,64220.73
IOC,Indian Oil Corporation Limited,INE242A01010,EQ,199038.86
IOLCP,IOL Chemicals and Pharmaceuticals Limited,INE485C01029,EQ,3940.61
IONEXCHANG,ION Exchange (India) Limited,INE570A01022,EQ,5079.8
IPCALAB,IPCA Laboratories Limited,INE571A01038,EQ,40225.28
IPL,India Pesticides Limited,INE0D6701023,EQ,1854.71
IPRINGLTD,IP Rings Limited,INE558A01019,EQ,0
IRB,IRB Infrastructure Developers Limited,INE821I01022,EQ,25146.4
IRCON,Ircon International Limited,INE962Y01021,EQ,12725.18
IRCTC,Indian Railway Catering And Tourism Corporation Limited,INE335Y01020,EQ,41692.0
IREDA,Indian Renewable Energy Development Agency Limited,INE202E01016,EQ,34300.71
IRFC,Indian Railway Finance Corporation Limited,INE053F01010,EQ,125300.84
IRIS,IRIS RegTech Solutions Limited,INE864K01010,EQ,0
IRISDOREME,Iris Clothings Limited,INE01GN01025,EQ,0
IRMENERGY,IRM Energy Limited,INE07U701015,EQ,1048.25
ISFT,Intrasoft Technologies Limited,INE566K01011,EQ,0
ISGEC,Isgec Heavy Engineering Limited,INE858B01029,EQ,6698.91
ISHANCH,Ishan Dyes and Chemicals Limited,INE561M01018,EQ,0
ISTLTD,I S T Limited,INE684B01029,EQ,0
ITC,ITC Limited,INE154A01025,EQ,357277.79
ITCHOTELS,ITC Hotels Limited,INE379A01028,EQ,32088.25
ITDC,India Tourism Development Corporation Limited,INE353K01014,EQ,5018.8
ITI,ITI Limited,INE248A01017,EQ,28754.54
ITL,ITL Industries Limited,INE478D01014,EQ,0
IVALUE,Ivalue Infosolutions Limited,INE056801025,EQ,1281.08
IVC,IL&FS Investment Managers Limited,INE050B01023,EQ,0
IVP,IVP Limited,INE043C01018,BE,0
IWP,The Indian Wood Products Company Limited,INE586E01020,EQ,0
IXIGO,Le Travenues Technology Limited,INE0HV901016,EQ,7821.47
IZMO,IZMO Limited,INE848A01014,EQ,1470.22
J&KBANK,The Jammu & Kashmir Bank Limited,INE168A01041,EQ,17316.09
JAGRAN,Jagran Prakashan Limited,INE199G01027,EQ,1360.56
JAGSNPHARM,Jagsonpal Pharmaceuticals Limited,INE048B01035,EQ,1415.29
JAIBALAJI,Jai Balaji Industries Limited,INE091G01026,EQ,6047.31
JAICORPLTD,Jai Corp Limited,INE070D01027,EQ,1973.55
JAINREC,Jain Resource Recycling Limited,INE0YD401026,EQ,11263.6
JAIPURKURT,Nandani Creation Limited,INE696V01013,EQ,0
JAMNAAUTO,Jamna Auto Industries Limited,INE039C01032,EQ,4873.4
JARO,Jaro Institute of Technology Management and Research Limited,INE00YJ01010,EQ,1267.85
JASH,Jash Engineering Limited,INE039O01029,EQ,2949.57
JAYAGROGN,Jayant Agro Organics Limited,INE785A01026,EQ,0
JAYBARMARU,Jay Bharat Maruti Limited,INE571B01036,EQ,1568.54
JAYKAY,Jaykay Enterprises Limited,INE903A01025,EQ,2234.42
JAYKAY-RE1,Jaykay Enterprises Limited-RE,INE903A20025,BE,0
JAYNECOIND,Jayaswal Neco Industries Limited,INE854B01010,EQ,8831.23
JAYSREETEA,Jayshree Tea & Industries Limited,INE364A01020,EQ,0
JBMA,JBM Auto Limited,INE927D01051,EQ,16170.3
JENBURPH,Jenburkt Pharmaceuticals Limited,INE354A01013,EQ,0
JETFREIGHT,Jet Freight Logistics Limited,INE982V01025,EQ,0
JGCHEM,J.G.Chemicals Limited,INE0MB501011,EQ,1695.39
JHS,JHS Svendgaard Laboratories Limited,INE544H01014,EQ,0
JINDALPHOT,Jindal Photo Limited,INE796G01012,EQ,1134.83
JINDALPOLY,Jindal Poly Films Limited,INE197D01010,EQ,3297.55
JINDALSAW,Jindal Saw Limited,INE324A01032,EQ,15239.48
JINDALSTEL,JINDAL STEEL LIMITED,INE749A01030,EQ,117157.12
JINDRILL,Jindal Drilling And Industries Limited,INE742C01031,EQ,1738.87
JINDWORLD,Jindal Worldwide Limited,INE247D01039,EQ,2993.77
JIOFIN,Jio Financial Services Limited,INE758E01017,EQ,155867.16
JISLDVREQS,Jain Irrigation Systems Limited,IN9175A01010,EQ,0
JISLJALEQS,Jain Irrigation Systems Limited,INE175A01038,EQ,2218.86
JITFINFRA,JITF Infralogistics Limited,INE863T01013,EQ,0
JKCEMENT,JK Cement Limited,INE823G01014,EQ,37573.55
JKIL,J.Kumar Infraprojects Limited,INE576I01022,EQ,3469.64
JKIPL,Jinkushal Industries Limited,INE1FF001016,EQ,0
JKLAKSHMI,JK Lakshmi Cement Limited,INE786A01032,EQ,7312.11
JKPAPER,JK Paper Limited,INE789E01012,EQ,5995.15
JKTYRE,JK Tyre & Industries Limited,INE573A01042,EQ,10895.9
JLHL,Jupiter Life Line Hospitals Limited,INE682M01020,EQ,8630.78
JMA,Jullundur Motor Agency (Delhi) Limited,INE412C01023,EQ,0
JMFINANCIL,JM Financial Limited,INE780C01023,EQ,11549.33
JNKINDIA,JNK India Limited,INE0OAF01028,EQ,2822.04
JNPR,Juniper Green Energy Limited,INE05C901015,EQ,0
JOCIL,Jocil Limited,INE839G01010,EQ,0
JPOLYINVST,Jindal Poly Investment and Finance Company Limited,INE147P01019,EQ,1136.13
JPPOWER,Jaiprakash Power Ventures Limited,INE351F01018,EQ,12617.22
JSFB,Jana Small Finance Bank Limited,INE953L01027,EQ,5052.16
JSL,Jindal Stainless Limited,INE220G01021,EQ,57297.16
JSLL,Jeena Sikho Lifecare Limited,INE0J5801029,EQ,7591.67
JSWCEMENT,JSW Cement Limited,INE718I01012,EQ,17376.09
JSWDULUX,JSW Dulux Limited,INE133A01011,EQ,14452.22
JSWENERGY,JSW Energy Limited,INE121E01018,EQ,102601.69
JSWHL,JSW Holdings Limited,INE824G01012,EQ,13606.09
JSWINFRA,JSW Infrastructure Limited,INE880J01026,EQ,61068.05
JSWSTEEL,JSW Steel Limited,INE019A01038,EQ,317309.88
JTEKTINDIA,Jtekt India Limited,INE643A01035,EQ,3478.93
JTLIND,JTL INDUSTRIES LIMITED,INE391J01032,EQ,2939.86
JUBLCPL,Jubilant Agri and Consumer Products Limited,INE03CC01015,EQ,2854.73
JUBLFOOD,Jubilant Foodworks Limited,INE797F01020,EQ,27677.21
JUBLINGREA,Jubilant Ingrevia Limited,INE0BY001018,EQ,9928.79
JUBLPHARMA,Jubilant Pharmova Limited,INE700A01033,EQ,15534.69
JUNIPER,Juniper Hotels Limited,INE696F01016,EQ,4345.47
JUSTDIAL,Just Dial Limited,INE599M01018,EQ,4573.09
JWL,Jupiter Wagons Limited,INE209L01016,EQ,11767.64
JYOTHYLAB,Jyothy Labs Limited,INE668F01031,EQ,7379.18
JYOTICNC,Jyoti CNC Automation Limited,INE980O01024,EQ,15431.79
JYOTIRES,Jyoti Resins & Adhesives Limited,INE577D01013,EQ,0
JYOTISTRUC,Jyoti Structures Limited,INE197A01024,EQ,1450.3
KABRAEXTRU,Kabra Extrusion Technik Limited,INE900B01029,EQ,0
KAJARIACER,Kajaria Ceramics Limited,INE217B01036,EQ,17249.99
KAKATCEM,Kakatiya Cement Sugar & Industries Limited,INE437B01014,EQ,0
KALAMANDIR,Sai Silks (Kalamandir) Limited,INE438K01021,EQ,1637.18
KALPATARU,Kalpataru Limited,INE227J01012,EQ,6454.37
KALYANI,Kalyani Commercials Limited,INE610E01010,BE,0
KALYANIFRG,Kalyani Forge Limited,INE314G01014,BE,0
KALYANKJIL,Kalyan Jewellers India Limited,INE303R01014,EQ,35593.39
KAMAHOLD,Kama Holdings Limited,INE411F01010,EQ,8280.49
KAMANWALA,Kamanwala Housing Construction Limited,INE344D01018,EQ,0
KAMATHOTEL,Kamat Hotels (I) Limited,INE967C01018,EQ,0
KAMDHENU,Kamdhenu Limited,INE390H01020,BE,0
KAMOPAINTS,Kamdhenu Ventures Limited,INE0BTI01037,EQ,0
KANANIIND,Kanani Industries Limited,INE879E01037,EQ,0
KANCHI,Kanchi Karpooram Limited,INE081G01019,EQ,0
KANCOTEA,Kanco Tea & Industries Limited,INE398L01017,EQ,0
KANORICHEM,Kanoria Chemicals & Industries Limited,INE138C01024,BE,0
