symbol,company_name,isin,series,market_cap_cr
NLCINDIA,NLC India Limited,INE589A01014,EQ,43838.52
NMDC,NMDC Limited,INE584A01023,EQ,79908.83
NOCIL,NOCIL Limited,INE163A01018,EQ,2698.29
NOIDATOLL,Noida Toll Bridge Company Limited,INE781B01015,EQ,0
NORBTEAEXP,Norben Tea & Exports Limited,INE369C01017,EQ,0
NORTHARC,Northern Arc Capital Limited,INE850M01015,EQ,4693.22
NOVAAGRI,Nova Agritech Limited,INE02H701025,BE,0
NOVARTIND,Novartis India Limited,INE234A01025,EQ,3219.31
NPST,Network People Services Technologies Limited,INE0FFK01017,EQ,3435.46
NRAIL,N R Agarwal Industries Limited,INE740D01017,EQ,0
NRBBEARING,NRB Bearing Limited,INE349A01021,EQ,4127.93
NRL,Nupur Recyclers Limited,INE0JM501013,BE,0
NSIL,Nalwa Sons Investments Limited,INE023A01030,EQ,2847.59
NSLNISP,NMDC Steel Limited,INE0NNS01018,EQ,13841.25
NTCIND,NTC Industries Limited,INE920C01017,EQ,0
NTPC,NTPC Limited,INE733E01010,EQ,343213.5
NTPCGREEN,NTPC Green Energy Limited,INE0ONG01011,EQ,82915.08
NUCLEUS,Nucleus Software Exports Limited,INE096B01018,EQ,1967.82
NURECA,Nureca Limited,INE0DSF01015,BE,0
NUVAMA,Nuvama Wealth Management Limited,INE531F01023,EQ,28921.48
NUVOCO,Nuvoco Vistas Corporation Limited,INE118D01016,EQ,11112.91
NYKAA,FSN E-Commerce Ventures Limited,INE388Y01029,EQ,78245.35
OAL,Oriental Aromatics Limited,INE959C01023,EQ,1096.1
OBCL,OBCL Limited,INE426Z01016,EQ,0
OBEROIRLTY,Oberoi Realty Limited,INE093I01010,EQ,59010.83
OCCLLTD,OCCL Limited,INE0PK601023,BE,0
ODIGMA,Odigma Consultancy Solutions Limited,INE054301028,EQ,0
ODYCORP,Odyssey Corporation Limited,INE839E01023,EQ,0
OFSS,Oracle Financial Services Software Limited,INE881D01027,EQ,81152.66
OIL,Oil India Limited,INE274J01014,EQ,68000.34
OILCOUNTUB,Oil Country Tubular Limited,INE591A01010,BE,0
OLAELEC,Ola Electric Mobility Limited,INE0LXG01040,EQ,21165.71
OLECTRA,Olectra Greentech Limited,INE260D01016,EQ,10613.45
OMAXAUTO,Omax Autos Limited,INE090B01011,EQ,0
OMAXE,Omaxe Limited,INE800H01010,EQ,1392.06
OMFREIGHT,Om Freight Forwarders Limited,INE1BZC01019,BE,0
OMINFRAL,OM INFRA LIMITED,INE239D01028,EQ,0
OMNI,Omnitech Engineering Limited,INE0UH301010,EQ,5814.16
OMPOWER,Om Power Transmission Limited,INE25E901019,EQ,0
ONEGLOBAL,One Global Service Provider Limited,INE670O01013,EQ,0
ONELIFECAP,Onelife Capital Advisors Limited,INE912L01015,BE,0
ONEPOINT,One Point One Solutions Limited,INE840Y01029,EQ,1516.36
ONESOURCE,Onesource Specialty Pharma Limited,INE013P01021,EQ,18496.95
ONGC,Oil & Natural Gas Corporation Limited,INE213A01029,EQ,309663.57
ONIDA,Onida Electronics Limited,INE831A01028,EQ,0
ONIXSOLAR,Onix Solar Energy Limited,INE173M01012,EQ,0
ONMOBILE,OnMobile Global Limited,INE809I01019,BE,0
ONWARDTEC,Onward Technologies Limited,INE229A01017,EQ,0
OPTIEMUS,Optiemus Infracom Limited,INE350C01017,EQ,3747.1
OPTIFIN,Optimus Finance Limited,INE031G01022,EQ,0
ORBTEXP,Orbit Exports Limited,INE231G01010,BE,0
ORCHASP,Orchasp Limited,INE215B01022,EQ,0
ORCHPHARMA,Orchid Pharma Limited,INE191A01027,EQ,4650.94
ORICONENT,Oricon Enterprises Limited,INE730A01022,EQ,0
ORIENTALTL,Oriental Trimex Limited,INE998H01012,EQ,0
ORIENTBELL,Orient Bell Limited,INE607D01018,EQ,0
ORIENTCEM,Orient Cement Limited,INE876N01018,EQ,2770.63
ORIENTCER,ORIENT CERATECH LIMITED,INE569C01020,EQ,0
ORIENTELEC,Orient Electric Limited,INE142Z01019,EQ,3745.64
ORIENTHOT,Oriental Hotels Limited,INE750A01020,EQ,1935.48
ORIENTLTD,Orient Press Limited,INE609C01024,BE,0
ORIENTPPR,Orient Paper & Industries Limited,INE592A01026,EQ,0
ORIENTTECH,Orient Technologies Limited,INE0PPK01015,EQ,1156.6
ORIRAIL,Oriental Rail Infrastructure Limited,INE457G01029,EQ,0
ORISSAMINE,The Orissa Minerals Development Company Limited,INE725E01024,EQ,2406.12
ORKLAINDIA,Orkla India Limited,INE16NZ01023,EQ,8279.63
ORTEL,Ortel Communications Limited,INE849L01019,BZ,0
ORTINGLOBE,ORTIN GLOBAL LIMITED,INE749B01020,EQ,0
OSIAHYPER,Osia Hyper Retail Limited,INE06IR01021,BE,0
OSWALAGRO,Oswal Agro Mills Limited,INE142A01012,EQ,0
OSWALGREEN,Oswal Greentech Limited,INE143A01010,EQ,0
OSWALPUMPS,Oswal Pumps Limited,INE0BYP01024,EQ,4541.39
OSWALSEEDS,ShreeOswal Seeds And Chemicals Limited,INE00IK01029,EQ,0
PACEDIGITK,Pace Digitek Limited,INE0S3G01027,EQ,4048.29
PACIFICI,Pacific Industries Limited,INE883C01025,EQ,0
PAGEIND,Page Industries Limited,INE761H01022,EQ,43116.14
PAISALO,Paisalo Digital Limited,INE420C01059,EQ,5383.46
PAKKA,PAKKA LIMITED,INE551D01018,EQ,0
PALASHSECU,Palash Securities Limited,INE471W01019,EQ,0
PALREDTEC,Palred Technologies Limited,INE218G01033,EQ,0
PANACEABIO,Panacea Biotec Limited,INE922B01023,EQ,3291.0
PANACHE,Panache Digilife Limited,INE895W01019,BE,0
PANAMAPET,Panama Petrochem Limited,INE305C01029,EQ,2285.45
PANCHMAHQ,Panchmahal Steel Limited,INE798F01010,EQ,0
PANORAMA,Panorama Studios International Limited,INE258R01028,EQ,0
PANSARI,Pansari Developers Limited,INE697V01011,EQ,0
PAR,Par Drugs And Chemicals Limited,INE04LG01015,BE,0
PARACABLES,Paramount Communications Limited,INE074B01023,EQ,1958.23
PARADEEP,Paradeep Phosphates Limited,INE088F01024,EQ,13106.9
PARAGMILK,Parag Milk Foods Limited,INE883N01014,EQ,2932.36
PARAS,Paras Defence and Space Technologies Limited,INE045601023,EQ,8840.83
PARASPETRO,Paras Petrofils Limited,INE162C01024,EQ,0
PARKHOSPS,Park Medi World Limited,INE119201023,EQ,11867.3
PARKHOTELS,Apeejay Surrendra Park Hotels Limited,INE988S01028,EQ,2477.27
PARNAXLAB,Parnax Lab Limited,INE383L01019,EQ,0
PARSVNATH,Parsvnath Developers Limited,INE561H01026,BE,0
PASHUPATI,Pashupati Cotspin Limited,INE124Y01028,EQ,1402.57
PASUPTAC,Pasupati Acrylon Limited,INE818B01023,BE,0
PATANJALI,Patanjali Foods Limited,INE619A01035,EQ,46337.1
PATELENG,Patel Engineering Limited,INE244B01030,EQ,2707.56
PATELRMART,Patel Retail Limited,INE0R8B01010,EQ,0
PATINTLOG,Patel Integrated Logistics Limited,INE529D01014,BE,0
PAUSHAKLTD,Paushak Limited,INE111F01024,EQ,1125.71
PAVNAIND,Pavna Industries Limited,INE07S101038,EQ,0
PAYTM,One 97 Communications Limited,INE982J01020,EQ,68743.38
PBMPOLY,PBM Polytex Limited,INE501F01018,EQ,0
PCBL,PCBL Chemical Limited,INE602A01031,EQ,11414.35
PCJEWELLER,PC Jeweller Limited,INE785M01021,EQ,7166.97
PDMJEPAPER,Pudumjee Paper Products Limited,INE865T01018,EQ,0
PDSL,PDS Limited,INE111Q01021,EQ,4334.49
PEARLPOLY,Pearl Polymers Limited,INE844A01013,EQ,0
PENIND,Pennar Industries Limited,INE932A01024,EQ,2200.67
PENINLAND,Peninsula Land Limited,INE138A01028,EQ,0
PERMAGN,Permanent Magnets Limited,INE418E01018,EQ,0
PERNIASPOP,Purple Style Labs Limited,INE0I1B01016,EQ,0
PERSISTENT,Persistent Systems Limited,INE262H01021,EQ,75877.75
PETRONET,Petronet LNG Limited,INE347G01014,EQ,41220.0
PFC,Power Finance Corporation Limited,INE134E01011,EQ,138967.29
PFIZER,Pfizer Limited,INE182A01018,EQ,20631.77
PFOCUS,Prime Focus Limited,INE367G01038,EQ,18456.94
PFS,PTC India Financial Services Limited,INE560K01014,EQ,1962.18
PGEL,PG Electroplast Limited,INE457L01029,EQ,13776.34
PGHH,Procter & Gamble Hygiene and Health Care Limited,INE179A01014,EQ,29222.78
PGHL,Procter & Gamble Health Limited,INE199A01012,EQ,10413.71
PGIL,Pearl Global Industries Limited,INE940H01022,EQ,7529.63
PHOENIXLTD,The Phoenix Mills Limited,INE211B01039,EQ,62887.5
PHOENXINTL,Phoenix International Limited,INE245B01011,EQ,0
PICCADIL,Piccadily Agro Industries Limited,INE546C01010,EQ,5716.69
PIDILITIND,Pidilite Industries Limited,INE318A01026,EQ,156330.29
PIGL,Power & Instrumentation (Gujarat) Limited,INE557Z01018,EQ,0
PIIND,PI Industries Limited,INE603J01030,EQ,43084.91
PILANIINVS,Pilani Investment and Industries Corporation Limited,INE417C01014,EQ,4745.73
PILITA,PIL ITALICA LIFESTYLE LIMITED,INE600A01035,EQ,0
PINELABS,Pine Labs Limited,INE15B701018,EQ,17287.3
PIONEEREMB,Pioneer Embroideries Limited,INE156C01018,EQ,0
PIONRINV,Pioneer Investcorp Limited,INE746D01014,BE,0
PIRAMALFIN,Piramal Finance Limited,INE202B01038,EQ,45682.36
PITTIENG,Pitti Engineering Limited,INE450D01021,EQ,3742.77
PIXTRANS,Pix Transmissions Limited,INE751B01018,EQ,2171.65
PKTEA,The Peria Karamalai Tea & Produce Company Limited,INE431F01018,EQ,0
PLASTIBLEN,Plastiblends India Limited,INE083C01022,EQ,0
PLATIND,Platinum Industries Limited,INE0PT501018,EQ,1228.94
PLAZACABLE,Plaza Wires Limited,INE0INJ01017,EQ,0
PML,Paul Merchants Limited,INE291E01019,EQ,0
PNB,Punjab National Bank,INE160A01022,EQ,122802.1
PNBGILTS,PNB Gilts Limited,INE859A01011,EQ,1620.45
PNBHOUSING,PNB Housing Finance Limited,INE572E01012,EQ,25793.19
PNC,Pritish Nandy Communications Limited,INE392B01011,EQ,0
PNCINFRA,PNC Infratech Limited,INE195J01029,EQ,5223.14
PNGJL,P N Gadgil Jewellers Limited,INE953R01016,EQ,7415.1
PNGSREVA,PNGS Reva Diamond Jewellery Limited,INE1RDG01013,EQ,1201.53
POCL,Pondy Oxides & Chemicals Limited,INE063E01061,EQ,3852.05
PODDARMENT,Poddar Pigments Limited,INE371C01013,EQ,0
POEL,POCL Enterprises Limited,INE035S01028,EQ,0
POKARNA,Pokarna Limited,INE637C01025,EQ,2621.7
POLICYBZR,PB Fintech Limited,INE417T01026,EQ,71585.56
POLYCAB,Polycab India Limited,INE455K01017,EQ,143869.75
POLYMED,Poly Medicure Limited,INE205C01021,EQ,15519.66
POLYPLEX,Polyplex Corporation Limited,INE633B01018,EQ,2818.26
POLYSPIN,Polyspin Exports Limited,INE914G01029,EQ,0
PONNIERODE,Ponni Sugars (Erode) Limited,INE838E01017,EQ,0
POONAWALLA,Poonawalla Fincorp Limited,INE511C01022,EQ,34492.8
POWERGRID,Power Grid Corporation of India Limited,INE752E01010,EQ,264881.2
POWERICA,Powerica Limited,INE921L01032,EQ,5816.96
POWERINDIA,Hitachi Energy India Limited,INE07Y701011,EQ,153048.79
POWERMECH,Power Mech Projects Limited,INE211R01019,EQ,8820.79
PPAP,PPAP Automotive Limited,INE095I01015,BE,0
PPL,Prakash Pipes Limited,INE050001010,BE,0
PPLPHARMA,Piramal Pharma Limited,INE0DK501011,EQ,21779.73
PRABHA,Prabha Energy Limited,INE0I0M01023,EQ,2190.49
PRADPME,Pradeep Metals Limited,INE770A01010,BE,0
PRAENG,Prajay Engineers Syndicate Limited,INE505C01016,EQ,0
PRAJIND,Praj Industries Limited,INE074A01025,EQ,6109.03
PRAKASH,Prakash Industries Limited,INE603A01013,EQ,2534.9
PRAKASHSTL,Prakash Steelage Limited,INE696K01024,EQ,0
PRAVEG,Praveg Limited,INE722B01019,EQ,0
PRAXIS,Praxis Home Retail Limited,INE546Y01022,EQ,0
PRECAM,Precision Camshafts Limited,INE484I01029,EQ,1364.95
PRECOT,Precot Limited,INE283A01014,EQ,0
PRECWIRE,Precision Wires India Limited,INE372C01037,EQ,7164.24
PREMCO,Premco Global Limited,INE001E01012,EQ,0
PREMEXPLN,Premier Explosives Limited,INE863B01029,EQ,3726.46
PREMIER,Premier Limited,INE342A01018,BE,0
PREMIERENE,Premier Energies Limited,INE0BS701011,EQ,46898.51
PREMIERPOL,Premier Polyfilm Limited,INE309M01020,EQ,0
PRESTIGE,Prestige Estates Projects Limited,INE811K01011,EQ,59712.13
PRICOLLTD,Pricol Limited,INE726V01018,EQ,6712.01
PRIMESECU,Prime Securities Limited,INE032B01021,EQ,0
PRIMO,Primo Chemicals Limited,INE607A01022,EQ,0
PRINCEPIPE,Prince Pipes And Fittings Limited,INE689W01016,EQ,3062.54
PRIORITY,Priority Jewels Limited,INE15EH01014,BE,0
PRISMX,Prismx Global Ventures Limited,INE286N01028,EQ,0
PRITI,Priti International Limited,INE974Z01015,BE,0
PRITIKAUTO,Pritika Auto Industries Limited,INE583R01029,BE,0
PRIVISCL,Privi Speciality Chemicals Limited,INE959A01019,EQ,13441.28
PROSTARM,Prostarm Info Systems Limited,INE0BX301013,EQ,0
PROTEAN,Protean eGov Technologies Limited,INE004A01022,EQ,2506.86
PROZONER,Prozone Realty Limited,INE195N01013,EQ,0
PRSMJOHNSN,Prism Johnson Limited,INE010A01011,EQ,5932.06
PRUDENT,Prudent Corporate Advisory Services Limited,INE00F201020,EQ,12027.4
PRUDMOULI,Prudential Sugar Corporation Limited,INE024D01016,BE,0
PSB,Punjab & Sind Bank,INE608A01012,EQ,17050.69
PSPPROJECT,PSP Projects Limited,INE488V01015,EQ,3625.24
PTC,PTC India Limited,INE877F01012,EQ,5597.52
PTCIL,PTC Industries Limited,INE596F01018,EQ,27867.78
PTL,PTL Enterprises Limited,INE034D01049,EQ,0
PUNJABCHEM,Punjab Chemicals & Crop Protection Limited,INE277B01014,EQ,1232.04
PURVA,Puravankara Limited,INE323I01011,EQ,4975.4
PVP,PVP Ventures Limited,INE362A01016,EQ,0
PVRINOX,PVR INOX Limited,INE191H01014,EQ,9259.77
PVSL,Popular Vehicles and Services Limited,INE772T01024,EQ,0
PWL,Physicswallah Limited,INE0LP301011,EQ,30879.14
PYRAMID,Pyramid Technoplast Limited,INE0MIS01010,EQ,0
QMSMEDI,QMS Medical Allied Services Limited,INE0FMW01018,BE,0
QPOWER,Quality Power Electrical Equipments Limited,INE0SII01026,EQ,9416.82
QUADFUTURE,Quadrant Future Tek Limited,INE0LRY01011,EQ,1375.6
QUESS,Quess Corp Limited,INE615P01015,EQ,3644.43
QUICKHEAL,Quick Heal Technologies Limited,INE306L01010,EQ,0
QUINT,Quint Digital Limited,INE641R01017,EQ,0
QUINTEGRA,Quintegra Solutions Limited,INE033B01011,BE,0
RACE,Race Eco Chain Limited,INE084Q01012,EQ,0
RACLGEAR,RACL Geartech Limited,INE704B01017,EQ,1507.05
RADAAN,Radaan Mediaworks India Limited,INE874F01027,EQ,0
RADHIKAJWE,Radhika Jeweltech Limited,INE583V01021,EQ,0
RADIANTCMS,Radiant Cash Management Services Limited,INE855R01021,EQ,0
RADICO,Radico Khaitan Limited,INE944F01028,EQ,47398.3
RADIOCITY,Music Broadcast Limited,INE919I01024,EQ,0
RAILTEL,Railtel Corporation Of India Limited,INE0DD101019,EQ,9908.97
RAIN,Rain Industries Limited,INE855B01025,EQ,6619.28
RAINBOW,Rainbow Childrens Medicare Limited,INE961O01016,EQ,13849.11
RAJESHEXPO,Rajesh Exports Limited,INE343B01030,BZ,2274.98
RAJMET,Rajnandini Metal Limited,INE00KV01022,EQ,0
RAJOOENG,Rajoo Engineers Limited,INE535F01024,BE,0
RAJPALAYAM,Rajapalayam Mills Limited,INE296E01026,EQ,0
RAJRATAN,Rajratan Global Wire Limited,INE451D01029,EQ,2330.9
RAJRILTD,Raj Rayon Industries Limited,INE533D01032,BE,1129.96
RAJSREESUG,Rajshree Sugars & Chemicals Limited,INE562B01019,EQ,0
RAJTV,Raj Television Network Limited,INE952H01027,EQ,0
RAJVIR,Rajvir Industries Limited,INE011H01014,BZ,0
RALLIS,Rallis India Limited,INE613A01020,EQ,4453.34
RAMANEWS,Shree Rama Newsprint Limited,INE278B01020,EQ,0
RAMAPHO,Rama Phosphates Limited,INE809A01032,EQ,0
RAMASTEEL,Rama Steel Tubes Limited,INE230R01035,BE,0
RAMBHAJO,Advit Jewels Limited,INE1SJO01012,EQ,0
RAMCOCEM,The Ramco Cements Limited,INE331A01037,EQ,20845.71
RAMCOIND,Ramco Industries Limited,INE614A01028,EQ,2534.47
RAMCOSYS,Ramco Systems Limited,INE246B01019,EQ,2114.66
RAMKY,Ramky Infrastructure Limited,INE874I01013,EQ,3032.94
RAMRAT,Ram Ratna Wires Limited,INE207E01023,EQ,3540.26
RANASUG,Rana Sugars Limited,INE625B01014,EQ,0
RANEHOLDIN,Rane Holdings Limited,INE384A01010,EQ,2067.0
RATEGAIN,Rategain Travel Technologies Limited,INE0CLI01024,EQ,9260.03
RATNAMANI,Ratnamani Metals & Tubes Limited,INE703B01027,EQ,18093.55
RATNAVEER,Ratnaveer Precision Engineering Limited,INE05CZ01011,EQ,1115.46
RAYMOND,Raymond Limited,INE301A01014,EQ,3868.27
RAYMONDLSL,Raymond Lifestyle Limited,INE02ID01020,EQ,4829.11
RAYMONDREL,Raymond Realty Limited,INE1SY401010,EQ,3954.48
RBA,Restaurant Brands Asia Limited,INE07T201019,EQ,4007.86
RBLBANK,RBL Bank Limited,INE976G01028,EQ,22652.31
RBZJEWEL,RBZ Jewellers Limited,INE0PEQ01016,EQ,0
RCF,Rashtriya Chemicals and Fertilizers Limited,INE027A01015,EQ,7022.99
RCOM,Reliance Communications Limited,INE330H01018,BE,0
RECLTD,REC Limited,INE020B01018,EQ,91662.53
REDINGTON,Redington Limited,INE891D01026,EQ,18442.06
REDTAPE,Redtape Limited,INE0LXT01019,EQ,7404.86
REFEX,Refex Industries Limited,INE056I01025,EQ,4269.58
REGAAL,Regaal Resources Limited,INE0MHO01029,EQ,0
REGENCERAM,Regency Ceramics Limited,INE277C01012,EQ,0
RELAXO,Relaxo Footwears Limited,INE131B01039,EQ,8527.39
RELCHEMQ,Reliance Chemotex Industries Limited,INE750D01016,EQ,0
RELIABLE,Reliable Data Services Limited,INE375Y01018,EQ,0
RELIANCE,Reliance Industries Limited,INE002A01018,EQ,1749418.94
RELIGARE,Religare Enterprises Limited,INE621H01010,EQ,7984.38
RELINFRA,Reliance Infrastructure Limited,INE036A01016,BE,0
RELTD,Ravindra Energy Limited,INE206N01018,EQ,2701.96
REMSONSIND,Remsons Industries Limited,INE474C01023,EQ,0
RENUKA,Shree Renuka Sugars Limited,INE087H01022,EQ,4744.4
REPCOHOME,Repco Home Finance Limited,INE612J01015,EQ,2386.72
REPL,Rudrabhishek Enterprises Limited,INE364Z01019,BE,0
REPRO,Repro India Limited,INE461B01014,EQ,0
RESPONIND,Responsive Industries Limited,INE688D01026,EQ,4654.99
RETAIL,JHS Svendgaard Retail Ventures Limited,INE03DD01011,EQ,0
RGL,Renaissance Global Limited,INE722H01024,EQ,1128.08
RHETAN,Rhetan TMT Limited,INE0KKN01029,EQ,2384.25
RHFL,Reliance Home Finance Limited,INE217K01011,BZ,0
RHIM,RHI MAGNESITA INDIA LIMITED,INE743M01012,EQ,7587.89
RHL,Robust Hotels Limited,INE508K01013,EQ,0
RICOAUTO,Rico Auto Industries Limited,INE209B01025,EQ,1802.67
RIIL,Reliance Industrial Infrastructure Limited,INE046A01015,EQ,1190.79
RIR,RIR Power Electronics Limited,INE302D01024,EQ,0
RISHABH,Rishabh Instruments Limited,INE0N2P01017,EQ,2149.78
RITCO,Ritco Logistics Limited,INE01EG01016,EQ,0
RITES,RITES Limited,INE320J01015,EQ,9905.24
RKDL,Ravi Kumar Distilleries Limited,INE722J01012,EQ,0
RKEC,RKEC Projects Limited,INE786W01010,EQ,0
RKFORGE,Ramkrishna Forgings Limited,INE399G01023,EQ,10755.81
RKSWAMY,R K Swamy Limited,INE0NQ801033,EQ,0
RMC,RMC Switchgears Limited,INE655V01019,EQ,0
RMDRIP,R M Drip and Sprinklers Systems Limited,INE219Y01026,BE,0
RML,Rane (Madras) Limited,INE050H01012,EQ,2544.83
RNBDENIMS,R&B Denims Limited,INE012Q01039,BE,0
ROHLTD,Royal Orchid Hotels Limited,INE283H01019,EQ,0
ROLEXRINGS,Rolex Rings Limited,INE645S01024,EQ,3793.6
ROLLT,Rollatainers Limited,INE927A01040,BE,0
ROML,Raj Oil Mills Limited,INE294G01026,EQ,0
ROSSARI,Rossari Biotech Limited,INE02A801020,EQ,2788.69
ROSSELLIND,Rossell India Limited,INE847C01020,EQ,0
ROSSTECH,Rossell Techsys Limited,INE0OJW01016,EQ,3765.12
ROTO,Roto Pumps Limited,INE535D01037,EQ,1215.1
ROUTE,ROUTE MOBILE LIMITED,INE450U01017,EQ,3281.52
RPEL,Raghav Productivity Enhancers Limited,INE912T01018,EQ,5448.87
RPGLIFE,RPG Life Sciences Limited,INE105J01010,EQ,3654.3
RPOWER,Reliance Power Limited,INE614G01033,EQ,11009.42
RPPINFRA,R.P.P. Infra Projects Limited,INE324L01013,EQ,0
RPPL,Rajshree Polypack Limited,INE760W01023,BE,0
RPSGVENT,RPSG VENTURES LIMITED,INE425Y01011,EQ,2885.47
RPTECH,Rashi Peripherals Limited,INE0J1F01024,EQ,3681.16
RRECL,RDB Real Estate Constructions Limited,INE0AK901016,EQ,0
RRIL,RRIL Limited,INE951M01037,EQ,0
RRKABEL,R R Kabel Limited,INE777K01022,EQ,24528.63
RSDFIN,RSD Finance Limited,INE616F01022,BE,0
RSL,Rajputana Stainless Limited,INE313L01016,EQ,1095.15
RSSOFTWARE,R. S. Software (India) Limited,INE165B01029,EQ,0
RSWM,RSWM Limited,INE611A01016,BE,0
RSYSTEMS,R Systems International Limited,INE411H01032,EQ,2981.12
RTNINDIA,RattanIndia Enterprises Limited,INE834M01019,EQ,5023.17
RTNPOWER,RattanIndia Power Limited,INE399K01017,EQ,4961.98
RTSPOWR,RTS Power Corporation Limited,INE005C01017,EQ,0
RUBFILA,Rubfila International Limited,INE642C01025,EQ,0
RUBICON,Rubicon Research Limited,INE506V01022,EQ,21368.7
RUBYMILLS,The Ruby Mills Limited,INE301D01026,EQ,1103.35
RUCHINFRA,Ruchi Infrastructure Limited,INE413B01023,EQ,0
RUCHIRA,Ruchira Papers Limited,INE803H01014,EQ,0
RUDRA,Rudra Global Infra Products Limited,INE027T01023,EQ,0
RUPA,Rupa & Company Limited,INE895B01021,EQ,1185.71
RUSHIL,Rushil Decor Limited,INE573K01025,EQ,0
RUSTOMJEE,Keystone Realtors Limited,INE263M01029,EQ,4909.49
RVHL,Ravinder Heights Limited,INE09E501017,EQ,0
RVNL,Rail Vikas Nigam Limited,INE415G01027,EQ,48633.09
RVTH,Revathi Equipment India Limited,INE0DAB01012,EQ,0
S&SPOWER,S&S Power Switchgears Limited,INE902B01017,EQ,0
SAATVIKGL,Saatvik Green Energy Limited,INE13B501022,EQ,6083.88
SAB,SAB Industries Limited,INE137M01017,EQ,0
SADBHAV,Sadbhav Engineering Limited,INE226H01026,EQ,0
SADBHIN,Sadbhav Infrastructure Project Limited,INE764L01010,BE,0
SADHNANIQ,Sadhana Nitrochem Limited,INE888C01040,BE,0
SAFARI,Safari Industries (India) Limited,INE429E01023,EQ,7531.84
SAGARDEEP,Sagardeep Alloys Limited,INE976T01013,EQ,0
SAGCEM,Sagar Cements Limited,INE229C01021,EQ,2203.08
SAGILITY,SAGILITY LIMITED,INE0W2G01015,EQ,18950.02
SAHLIBHFI,Shalibhadra Finance Limited,INE861D01011,EQ,0
SAHYADRI,Sahyadri Industries Limited,INE280H01015,EQ,0
SAICAPI,Sai Capital Limited,INE531X01018,EQ,0
SAIL,Steel Authority of India Limited,INE114A01011,EQ,75993.7
SAILIFE,Sai Life Sciences Limited,INE570L01029,EQ,25854.72
SAIPARENT,Sai Parenterals Limited,INE0H9F01037,EQ,2505.63
SAKAR,Sakar Healthcare Limited,INE732S01012,EQ,0
SAKHTISUG,Sakthi Sugars Limited,INE623A01011,EQ,0
SAKSOFT,Saksoft Limited,INE667G01023,EQ,1731.25
SAKUMA,Sakuma Exports Limited,INE190H01024,EQ,0
SALASAR,Salasar Techno Engineering Limited,INE170V01027,EQ,1220.07
SALONA,Salona Cotspin Limited,INE498E01010,EQ,0
SALSTEEL,S.A.L. Steel Limited,INE658G01014,EQ,0
SALZERELEC,Salzer Electronics Limited,INE457F01013,EQ,1120.47
SAMBANDAM,Sambandam Spinning Mills Limited,INE304D01012,EQ,0
SAMBHAAV,Sambhaav Media Limited,INE699B01027,EQ,0
SAMBHV,Sambhv Steel Tubes Limited,INE12NJ01018,EQ,3189.82
SAMHI,Samhi Hotels Limited,INE08U801020,EQ,3639.68
SAMMAANCAP,Sammaan Capital Limited,INE148I01020,EQ,20204.65
SAMPANN,Sampann Utpadan India Limited,INE735M01018,EQ,0
SANATHAN,Sanathan Textiles Limited,INE0JPD01013,EQ,3439.47
SANDESH,The Sandesh Limited,INE583B01015,EQ,0
SANDHAR,Sandhar Technologies Limited,INE278H01035,EQ,4288.59
SANDUMA,Sandur Manganese & Iron Ores Limited,INE149K01016,EQ,10485.28
SANGAMIND,Sangam (India) Limited,INE495C01010,EQ,2720.1
SANGHVIMOV,Sanghvi Movers Limited,INE989A01032,EQ,3367.37
SANGINITA,Sanginita Chemicals Limited,INE753W01010,BE,0
SANOFI,Sanofi India Limited,INE058A01010,EQ,7185.24
SANOFICONR,Sanofi Consumer Healthcare India Limited,INE0UOS01011,EQ,10661.11
SANSERA,Sansera Engineering Limited,INE953O01021,EQ,18162.0
SANSTAR,Sanstar Limited,INE08NE01025,EQ,2124.97
SANWARIA,Sanwaria Consumer Limited,INE890C01046,BZ,0
SAPPHIRE,Sapphire Foods India Limited,INE806T01020,EQ,5436.19
SAPPL,Shree Ajit Pulp & Paper Limited,INE185C01017,EQ,0
SARDAEN,Sarda Energy & Minerals Limited,INE385C01021,EQ,18320.31
SAREGAMA,Saregama India Limited,INE979A01025,EQ,8788.26
SARLAPOLY,Sarla Performance Fibers Limited,INE453D01025,EQ,0
SARVESHWAR,Sarveshwar Foods Limited,INE324X01026,EQ,0
SASKEN,Sasken Technologies Limited,INE231F01020,EQ,3217.56
SATIA,Satia Industries Limited,INE170E01023,EQ,0
SATIN,Satin Creditcare Network Limited,INE836B01017,EQ,2475.65
SAURASHCEM,Saurashtra Cement Limited,INE626A01014,EQ,0
SAYAJIHOTL,Sayaji Hotels Limited,INE318C01014,EQ,0
SAYAJIIND,Sayaji Industries Limited,INE327G01032,EQ,0
SBC,SBC Exports Limited,INE04AK01028,EQ,1777.14
SBCL,Shivalik Bimetal Controls Limited,INE386D01027,EQ,4007.24
SBFC,SBFC Finance Limited,INE423Y01016,EQ,10028.74
SBGLP,Suratwwala Business Group Limited,INE05ST01028,EQ,0
SBICARD,SBI Cards and Payment Services Limited,INE018E01016,EQ,56092.61
SBIFUNDS,SBI Funds Management Limited,INE640G01020,EQ,0
SBILIFE,SBI Life Insurance Company Limited,INE123W01016,EQ,171231.35
SBIN,State Bank of India,INE062A01020,EQ,938661.5
SCANSTL,Scan Steels Limited,INE099G01011,BE,0
SCHAEFFLER,Schaeffler India Limited,INE513A01022,EQ,63302.99
SCHAND,S Chand And Company Limited,INE807K01035,EQ,0
